NO,SCT_Ship_No,PO_No,AWB_No,Vendor,Item,From,To,Ship_Mode,ETA,ATA,Status,Final_Site,Flow_Code,Flow_Desc,Compliance,Customs_Start,Customs_Close,WH_Date,MOSB_Date,Delivery_Date,Weight_KG,CBM,Delay_Days,Remark
385,HVDC-ADOPT-SCT-0038,5000789074,290-700-2412-143,TaeHwa,Cable Tray System,Busan Port,Khalifa port,C,2025-02-07,2025-02-07,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-02-11,45699.0,,2025-03-19,2025-02-26,64093.0,194.045,0,
386,HVDC-ADOPT-ZEN-0006,nan,SEA EX 2411F-180,FIRE EATER,nan,Copenhagen,Khalifa port,C,2025-02-09,2025-02-09,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-02-14,45702.0,,,2025-02-15,35796.0,41.52,0,
387,HVDC-ADOPT-HE-0302,4572116646,6120016103,Hitachi,Main Converter,Malmoe,Abu Dhabi Airport,A,2025-02-13,2025-02-13,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-02-14,45702.0,,,2025-02-19,1950.0,15.142,0,
388,HVDC-ADOPT-HE-0307,4572116646,6120016119,Hitachi,Main Converter,Malmoe,Abu Dhabi Airport,A,2024-02-14,2024-02-14,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-02-14,45336.0,,,2025-02-19,2600.0,20.189,0,
389,HVDC-ADOPT-SCT-0056,5001004422,607 37608270,Roxtec,Lighting&Small Power System,Shanghai,Abu Dhabi Airport,A,2025-02-14,2025-02-14,Arrived,SHU/DAS,4,Port → WH → MOSB → Site,PASS,2025-02-14,45702.0,,2025-02-10,2025-02-10,502.0,1.674,0,
390,HVDC-ADOPT-SCT-0039,5001003776,290-700-2501-006,Sangdong,Earthing & Lightning Protection Material,Busan Port,Khalifa port,C,2025-02-19,2025-02-19,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-02-19,45707.0,,2025-03-18,2025-02-28,1220.0,3.784,0,
391,HVDC-ADOPT-HE-0267,4572116646,607 37540694,Hitachi,Main Converter,Billund,Abu Dhabi Airport,A,2025-02-18,2025-02-18,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-02-19,45707.0,,2025-02-20,2025-02-20,17320.0,117.2,0,
392,HVDC-ADOPT-SCT-0042,5000789074,290-700-2501-026,TaeHwa,Cable Tray System,Busan Port,Khalifa port,C,2025-02-21,2025-02-21,Arrived,SHU/DAS/MIR,4,Port → WH → MOSB → Site,PASS,2025-02-24,45712.0,,2025-03-01,2025-03-01,18613.0,75.455,0,
393,HVDC-ADOPT-HE-0245,4572116646,GOT36800211,Hitachi,Main Converter,Venezia,Khalifa port,C,2025-02-25,2025-02-25,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-02-27,45715.0,,,2025-03-19,14735.0,64.16,0,
394,HVDC-ADOPT-HE-0246,4572116646,GOT36800212-001,Hitachi,Main Converter,Venezia,Khalifa port,C,2025-02-25,2025-02-25,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-02-27,45715.0,,,2025-03-01,1088.0,5.32,0,
395,HVDC-ADOPT-HE-0247,4572116646,GOT36800212-002,Hitachi,Main Converter,Venezia,Khalifa port,C,2025-02-25,2025-02-25,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-02-27,45715.0,,,2025-03-01,1038.0,5.89,0,
396,HVDC-ADOPT-HE-0248,4572116646,GOT36800213,Hitachi,Main Converter,Venezia,Khalifa port,C,2025-02-25,2025-02-25,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-02-27,45715.0,,,2025-03-18,16690.0,85.65,0,
397,HVDC-ADOPT-HE-0249,4572116646,GOT36800214-001,Hitachi,Main Converter,Venezia,Khalifa port,C,2025-02-25,2025-02-25,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-02-27,45715.0,,,2025-03-01,1045.0,5.32,0,
398,HVDC-ADOPT-HE-0250,4572116646,GOT36800214-002,Hitachi,Main Converter,Venezia,Khalifa port,C,2025-02-25,2025-02-25,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-02-27,45715.0,,,2025-03-01,916.0,5.95,0,
399,HVDC-ADOPT-SIM-0042-A,SCT-19LT-PRC-PO-004,DXB00004702,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-02-26,2025-02-26,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-03-01,45717.0,,2025-07-17,2025-03-17,30518.0,254.002,0,
400,HVDC-ADOPT-SIM-0042-B,SCT-19LT-PRC-PO-004,DXB00004702,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-02-26,2025-02-26,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-03-01,45717.0,,2025-07-17,2025-03-17,23140.0,170.067,0,
401,HVDC-ADOPT-SIM-0050,SCT-19LT-PRC-PO-004,DXB00004824,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-02-26,2025-02-26,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-03-03,45719.0,,2025-04-09,2025-04-09,8261.2,47.659,0,
402,HVDC-ADOPT-SIM-0053,SCT-19LT-PRC-PO-004,DXB00004825,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-02-26,2025-02-26,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-01,45717.0,,,2025-04-19,998.5,7.972,0,
403,HVDC-ADOPT-SIM-0052,SCT-19LT-PRC-PO-004,DXB00004829,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-02-26,2025-02-26,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-03-05,45721.0,,2025-07-17,2025-03-14,6979.5,40.073,0,
404,HVDC-ADOPT-HE-0216,4572116646,GOT36800185,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-03-03,2025-03-03,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-06,45722.0,,,2025-04-20,2910.0,8.3,0,
405,HVDC-ADOPT-HE-0220,4572116646,GOT36800186,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-03-03,2025-03-03,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-06,45722.0,,,2025-04-12,100.0,0.258,0,
406,HVDC-ADOPT-HE-0221,4572116646,GOT36800187,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-03-03,2025-03-03,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-03-06,45722.0,,,2025-04-11,140.0,0.258,0,
407,HVDC-ADOPT-HE-0222,4572116646,GOT36800188,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-03-03,2025-03-03,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-03-06,45722.0,,2025-06-13,2025-04-09,250.0,0.516,0,
408,HVDC-ADOPT-HE-0217,4572116646,GOT36800192,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-03-03,2025-03-03,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-03-06,45722.0,,,2025-04-20,3360.0,6.0,0,
409,HVDC-ADOPT-HE-0218,4572116646,GOT36800193,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-03-03,2025-03-03,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-03-06,45722.0,,2025-04-25,2025-04-25,2910.0,6.0,0,
410,HVDC-ADOPT-HE-0219,4572116646,GOT36800194,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-03-03,2025-03-03,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-03-06,45722.0,,2025-07-16,2025-06-03,3660.0,6.0,0,
411,HVDC-ADOPT-HE-0318-1,4572116646,1130116279,Hitachi,Main Converter,Billund,Abu Dhabi Airport,A,2025-03-05,2025-03-05,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-06,45722.0,,,2025-03-11,5925.0,44.895,0,
412,HVDC-ADOPT-HE-0318-2,4572116646,1130116280,Hitachi,Main Converter,Billund,Abu Dhabi Airport,A,2025-03-05,2025-03-05,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-06,45722.0,,,2025-03-11,5830.0,42.769,0,
413,HVDC-ADOPT-HE-0318-3,4572116646,1130116281,Hitachi,Main Converter,Billund,Abu Dhabi Airport,A,2025-03-05,2025-03-05,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-06,45722.0,,,2025-03-11,6757.0,51.27,0,
414,HVDC-ADOPT-SCT-0063,5000789074,DGOS2502025,TaeHwa,Cable Tray System,Incheon,Abu Dhabi Airport,A,2025-03-07,2025-03-07,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2025-03-07,45723.0,,,2025-03-14,70.0,0.16,0,
415,HVDC-ADOPT-HE-0318-4,4572116646,1130116282,Hitachi,Main Converter,Billund,Abu Dhabi Airport,A,2025-03-05,2025-03-05,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-06,45722.0,,,2025-03-11,3380.0,25.635,0,
416,HVDC-ADOPT-ZEN-0008,49922,245257972,SPP PUMPS,nan,Felixstowe,Khalifa port,C,2025-02-28,2025-02-28,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-03-09,45725.0,,,2025-03-11,14897.0,58.6,0,
417,HVDC-ADOPT-SCT-0043,5001009797,290-700-2501-072,Dong-A Bestech,Cable Gland,Busan Port,Khalifa port,C,2025-03-07,2025-03-07,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-03-11,45727.0,,2025-03-17,2025-03-17,4490.0,11.93,0,
418,HVDC-ADOPT-SCT-0045,5000740797,290-700-2501-148,WILO Pump Korea,General Seviece Pump,Busan Port,Khalifa port,C,2025-03-07,2025-03-07,Arrived,DAS/MIR,4,Port → WH → MOSB → Site,PASS,2025-03-11,45727.0,,2025-03-17,2025-03-17,1140.0,4.754,0,
419,HVDC-ADOPT-SCT-0047,5000801116,290-700-2501-182,Bansuk,Lighting and Small Power Sysytem,Shanghai,Khalifa port,C,2025-03-07,2025-03-07,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-07,45723.0,,,2025-03-18,2402.0,16.588,0,
420,HVDC-ADOPT-HE-0265,4572116646,GOT36800222,Hitachi,Main Converter,Felixstowe,Khalifa port,C,2025-03-07,2025-03-07,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-03-10,45726.0,,2025-03-18,2025-03-18,6619.0,14.9,0,
421,HVDC-ADOPT-HE-0266,4572116646,GOT36800224,Hitachi,Main Converter,Felixstowe,Khalifa port,C,2025-03-07,2025-03-07,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-10,45726.0,,,2025-03-28,6348.0,14.2,0,
422,HVDC-ADOPT-SEI-0020,5000684244,HHAD00023181,Sumitomo,400kV HVDC Cable System,Frankfurt,Abu Dhabi Airport,A,2025-03-09,2025-03-09,Arrived,SHU/DAS,4,Port → WH → MOSB → Site,PASS,2025-03-10,45726.0,,,2025-03-11,1882.0,10.518,0,
423,HVDC-ADOPT-HE-0317-1,4572116646,1130116290,Hitachi,Main Converter,Billund,Abu Dhabi Airport,A,2025-03-11,2025-03-11,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-11,45727.0,,,2025-03-13,6560.0,51.27,0,
424,HVDC-ADOPT-HE-0317-2,4572116646,1130116291,Hitachi,Main Converter,Billund,Abu Dhabi Airport,A,2025-03-13,2025-03-13,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-13,45729.0,,,2025-03-14,6165.0,47.02,0,
425,HVDC-ADOPT-HE-0317-3,4572116646,1130116292,Hitachi,Main Converter,Billund,Abu Dhabi Airport,A,2025-03-14,2025-03-14,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-14,45730.0,,,2025-03-17,6655.0,51.27,0,
426,HVDC-ADOPT-ZEN-0006 A,nan,SEA EX 2411F-180A,FIRE EATER,nan,Copenhagen,Khalifa port,C,2025-03-09,2025-03-09,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-03-13,45729.0,,,2025-03-14,73080.0,78.61,0,
427,HVDC-ADOPT-SIM-0044,SCT-19LT-PRC-PO-004,DXB00004622,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-03-12,2025-03-12,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-14,45730.0,,,2025-03-28,4380.0,27.559,0,
428,HVDC-ADOPT-SIM-0057,SCT-19LT-PRC-PO-004,176-07829415,Siemens,400kV and 132kV New Converter GIS,Malpensa,Abu Dhabi Airport,A,2025-03-10,2025-03-10,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-03-17,45733.0,,2025-03-20,2025-03-20,3292.0,0.0,0,
429,HVDC-ADOPT-SCT-0069,5000801116,BCN318684,Bansuk,Lighting and Small Power Sysytem,Barcelona,Abu Dhabi Airport,A,2025-03-15,2025-03-15,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-17,45733.0,,,2025-04-05,913.0,5.73,0,
430,HVDC-ADOPT-HE-0319-1,4572116646,1130116616,Hitachi,Main Converter,Billund,Abu Dhabi Airport,A,2025-03-17,2025-03-17,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-18,45734.0,,,2025-03-21,4857.0,37.785,0,
431,HVDC-ADOPT-HE-0319-2,4572116646,1130116617,Hitachi,Main Converter,Billund,Abu Dhabi Airport,A,2025-03-18,2025-03-18,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-19,45735.0,,,2025-03-21,4785.0,35.517,0,
432,HVDC-ADOPT-HE-0319-3,4572116646,1130116619,Hitachi,Main Converter,Billund,Abu Dhabi Airport,A,2025-03-17,2025-03-17,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-18,45734.0,,,2025-03-21,1086.0,4.895,0,
433,HVDC-ADOPT-SCT-0065,5001005974,SUN1184900,JEONO ELECTRIC,Terminal Lug,Incheon,Abu Dhabi Airport,A,2025-03-18,2025-03-18,Arrived,SHU/DAS/MIR,4,Port → WH → MOSB → Site,PASS,2025-03-18,45734.0,,2025-04-09,2025-03-25,1432.0,3.288,0,
434,HVDC-ADOPT-SCT-0054,5000801116,290-700-2502-167,Bansuk,Lighting and Small Power Sysytem,Shekou,Khalifa port,C,2025-03-18,2025-03-18,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-03-24,45740.0,,2025-04-09,2025-03-29,10410.0,73.49,0,
435,HVDC-ADOPT-HE-0268,4572116646,GOT36800228-001,Hitachi,Main Converter,Shanghai,Khalifa port,C,2025-03-22,2025-03-22,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-03-26,45742.0,,2025-04-10,2025-04-10,600.0,1.418,0,
436,HVDC-ADOPT-HE-0269,4572116646,GOT36800228-002,Hitachi,Main Converter,Shanghai,Khalifa port,C,2025-03-22,2025-03-22,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-03-26,45742.0,,2025-04-10,2025-04-10,110.0,0.257,0,
437,HVDC-ADOPT-HE-0270,4572116646,GOT36800231-001,Hitachi,Main Converter,Shanghai,Khalifa port,C,2025-03-22,2025-03-22,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-03-26,45742.0,,,2025-04-11,300.0,0.709,0,
438,HVDC-ADOPT-HE-0271,4572116646,GOT36800231-002,Hitachi,Main Converter,Shanghai,Khalifa port,C,2025-03-22,2025-03-22,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-03-26,45742.0,,,2025-04-11,55.0,0.128,0,
439,HVDC-ADOPT-HE-0272,4572116646,GOT36800232-001,Hitachi,Main Converter,Shanghai,Khalifa port,C,2025-03-22,2025-03-22,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-26,45742.0,,,2025-04-17,300.0,0.709,0,
440,HVDC-ADOPT-HE-0273,4572116646,GOT36800232-002,Hitachi,Main Converter,Shanghai,Khalifa port,C,2025-03-22,2025-03-22,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-26,45742.0,,,2025-04-17,55.0,0.128,0,
441,HVDC-ADOPT-HE-0274,4572116646,GOT36800233-001,Hitachi,Main Converter,Shanghai,Khalifa port,C,2025-03-22,2025-03-22,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-26,45742.0,,,2025-04-17,361.5,1.018,0,
442,HVDC-ADOPT-HE-0275,4572116646,GOT36800233-002,Hitachi,Main Converter,Shanghai,Khalifa port,C,2025-03-22,2025-03-22,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-26,45742.0,,,2025-04-17,77.5,0.194,0,
443,HVDC-ADOPT-HE-0326,4572116646,1130116950,Hitachi,Main Converter,Billund,Abu Dhabi Airport,A,2025-03-25,2025-03-25,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-03-26,45742.0,,2025-03-27,2025-03-27,2160.0,14.504,0,
444,HVDC-ADOPT-HE-0291,4572116646,GOT36800244,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-03-23,2025-03-23,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-03-27,45743.0,,,2025-04-11,1625.0,7.17,0,
445,HVDC-ADOPT-HE-0292,4572116646,GOT36800243,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-03-23,2025-03-23,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-27,45743.0,,,2025-04-15,19210.0,135.42,0,
446,HVDC-ADOPT-HE-0298,4572116646,GOT36800249,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-03-23,2025-03-23,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-03-27,45743.0,,,2025-04-11,30.0,0.3,0,
447,HVDC-ADOPT-HE-0299,4572116646,GOT36800250,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-03-23,2025-03-23,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-03-27,45743.0,,,2025-04-12,31.0,0.3,0,
448,HVDC-ADOPT-HE-0300,4572116646,GOT36800251,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-03-23,2025-03-23,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-03-27,45743.0,,,2025-04-10,52.0,0.4,0,
449,HVDC-ADOPT-SCT-0055,5000789074,290-700-2502-065,TaeHwa,Cable Tray System,Busan Port,Khalifa port,C,2025-03-28,2025-03-29,Arrived,SHU/DAS/MIR,4,Port → WH → MOSB → Site,PASS,2025-03-27,45743.0,,2025-04-08,2025-04-08,113708.0,326.321,0,
450,HVDC-ADOPT-SCT-0052,5001009797,290-700-2502-064,Dong-A Bestech,Cable Gland,Busan Port,Khalifa port,C,2025-03-28,2025-03-28,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-03-28,45744.0,,2025-04-09,2025-04-09,8605.0,24.561,0,
451,HVDC-ADOPT-SCT-0051,5000761114,290-700-2502-063,Dong Yang,Cathodic Protection,Busan Port,Khalifa port,C,2025-03-28,2025-03-29,Arrived,SHU/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-03-29,45745.0,,2025-05-12,2025-04-11,1724.0,4.271,0,
452,HVDC-ADOPT-SCT-0050,5001003776,290-700-2502-062,Sangdong,Earthing & Lightning Protection Material,Busan Port,Khalifa port,C,2025-03-28,2025-03-29,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-03-27,45743.0,,2025-04-09,2025-04-09,3980.0,9.679,0,
453,HVDC-ADOPT-HE-0301-1,4572116646,GOT36800252,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-03-28,2025-03-28,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-04-02,45749.0,,,2025-04-05,996.0,1.6,0,
454,HVDC-ADOPT-HE-0311-1,4572116646,GOT36800260,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-03-28,2025-03-28,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-04-02,45749.0,,,2025-04-05,8794.0,48.1,0,
455,HVDC-ADOPT-HE-0308,4572116646,GOT36800258,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-03-28,2025-03-28,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-04-02,45749.0,,2025-08-05,2025-04-05,6273.0,45.4,0,
456,HVDC-ADOPT-HE-0309-1,4572116646,GOT36800258,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-03-28,2025-03-28,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-04-02,45749.0,,2025-08-05,2025-04-05,3751.0,20.9,0,
457,HVDC-ADOPT-HE-0310-1,4572116646,GOT36800258,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-03-28,2025-03-28,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-04-02,45749.0,,2025-08-06,2025-04-05,4099.0,21.5,0,
458,HVDC-ADOPT-SCT-0053,5000801116,290-700-2502-077,Bansuk,Lighting and Small Power Sysytem,Barcelona,Khalifa port,C,2025-04-01,2025-04-01,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-04-04,45751.0,,2025-04-21,2025-04-21,5302.0,48.257,0,
459,HVDC-ADOPT-SCT-0061,5000801116,MAD-00002288,Bansuk,Lighting and Small Power Sysytem,Vitoria-Gasteiz,Abu Dhabi Airport,A,2025-04-04,2025-04-04,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-04-04,45751.0,,2025-04-17,2025-04-17,406.0,3.423,0,
460,HVDC-ADOPT-SIM-0066,SCT-19LT-PRC-PO-004,BBC/ABU/17763,STATRON,400kV and 132kV New Converter GIS,Visakhapatnam,Khalifa port,C,2025-03-31,2025-03-31,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2025-04-07,45754.0,,,2025-04-19,5028.0,6.58,0,
461,HVDC-ADOPT-SCT-0079,5000801116,MAD-00002284,Bansuk,Lighting and Small Power Sysytem,Vitoria-Gasteiz,Abu Dhabi Airport,A,2025-04-01,2025-04-01,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-04-07,45754.0,,2025-04-08,2025-04-08,257.4,2.537,0,
462,HVDC-ADOPT-SIM-0056,SCT-19LT-PRC-PO-004,DXB00004927,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-03-23,2025-03-23,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-04-07,45754.0,,,2025-04-24,39666.8,311.11,0,
463,HVDC-ADOPT-SIM-0061,SCT-19LT-PRC-PO-004,DXB00004933,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-03-23,2025-03-23,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-04-07,45754.0,,,2025-04-14,39693.5,315.209,0,
464,HVDC-ADOPT-HE-0334,4572116646,ANRB36887,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-01,2025-04-01,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2024-04-08,45390.0,,,2025-04-18,172180.0,306.374,0,
465,HVDC-ADOPT-SIM-0062,SCT-19LT-PRC-PO-004,DXB00004952,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-03-28,2025-03-28,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-04-09,45756.0,,2025-07-19,2025-04-14,815.0,3.497,0,
466,HVDC-ADOPT-PPL-0016,5000675246,607-3487-8163,Prysmian,320kV HVDC Cable System,Frankfurt,Abu Dhabi Airport,A,2025-04-05,2025-04-05,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-04-10,45757.0,,,2025-04-15,210.0,0.732,0,
467,HVDC-ADOPT-SCT-0090,5000801116,20250103,Bansuk,Lighting and Small Power Sysytem,Zhenzhen,Abu Dhabi Airport,A,2025-04-06,2025-04-06,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-04-08,45755.0,,2025-04-09,2025-04-09,86.0,0.56,0,
468,HVDC-ADOPT-HE-0301-2,4572116646,GOT36800272,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-07,2025-04-07,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-04-09,45756.0,,2025-05-28,2025-04-12,901.0,2.2,0,
469,HVDC-ADOPT-HE-0311-2,4572116646,GOT36800271,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-07,2025-04-07,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-04-09,45756.0,,,2025-04-23,1234.0,6.8,0,
470,HVDC-ADOPT-HE-0309-2,4572116646,GOT36800270,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-07,2025-04-07,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-04-09,45756.0,,2025-08-06,2025-04-23,1742.0,9.5,0,
471,HVDC-ADOPT-HE-0310-2,4572116646,GOT36800270,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-07,2025-04-07,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-04-09,45756.0,,2025-08-06,2025-04-23,2053.0,11.6,0,
472,HVDC-ADOPT-HE-0314,4572116646,GOT36800253,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-04-07,2025-04-07,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-04-17,45764.0,,,2025-04-24,4550.0,35.3,0,
473,HVDC-ADOPT-SIM-0054,SCT-19LT-PRC-PO-004,DXB00005052,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-03-28,2025-03-28,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-04-16,45763.0,,,2025-04-22,3.1,0.021,0,
474,HVDC-ADOPT-SIM-0055,SCT-19LT-PRC-PO-004,DXB00004984,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-03-28,2025-03-28,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-04-16,45763.0,,,2025-04-22,171.0,0.508,0,
475,HVDC-ADOPT-SIM-0065,SCT-19LT-PRC-PO-004,DXB00004992,Siemens,400kV and 132kV New Converter GIS,Hamburg,Khalifa port,C,2025-03-28,2025-03-28,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-04-10,45757.0,,,2025-05-09,1108.5,8.629,0,
476,HVDC-ADOPT-HE-0327,4572116646,HYD2500000018,Hitachi,Main Converter,Visakhapatnam,Khalifa port,C,2025-04-01,2025-04-01,Arrived,SHU/DAS,4,Port → WH → MOSB → Site,PASS,2025-04-04,45751.0,,,2025-05-09,172256.0,114.3,0,
477,HVDC-ADOPT-SCT-0049,5000799801,290-700-2502-115,LS Cable,"MV, LV & Control Cable",Busan Port,Khalifa port,C,2025-04-08,2025-04-08,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-04-14,45761.0,,2025-05-05,2025-05-05,541644.0,682.287,0,
478,HVDC-ADOPT-SCT-0057,5001004422,290-700-2502-193,Roxtec,Lighting&Small Power System,Shanghai,Khalifa port,C,2025-04-08,2025-04-08,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-04-14,45761.0,,2025-04-17,2025-04-17,4456.0,14.314,0,
479,HVDC-ADOPT-HE-0335,4572116646,ANRB36921,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-04-11,2025-04-11,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-04-18,45765.0,,,2025-04-24,173120.0,306.374,0,
